taxpayer_type,mailing_city,mailing_province,province,city_municipality,barangay,property_type,class_code,zoning_classification,land_use,unit_no,lot_area_sqm,market_value,assessment_level,assessed_value,tax_rate,tax_amount,assessment_year,years_as_owner,prior_assessments,prior_late_payments,prior_unpaid_payments,avg_previous_delay_days,outstanding_balance,payment_compliance_score,is_late_payment,due_month,due_quarter,log_market_value,log_assessed_value,log_outstanding_balance
Individual,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Talomo River,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,146,888956.6,0.2,177791.32,0.0139,2471.3,2022,12,8,4,2,79.8,2625.14,5.0,1,3.0,1.0,13.6978048193204,12.088371406528353,7.873270366465262
Individual,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Bunawan (Pob.),Residential,RES-01,Residential Zone,Single Detached Housing,N/A,242,1998331.01,0.2,399666.2,0.0141,5635.29,2023,5,6,1,1,32.0,2644.68,70.69,0,,,14.507823395556906,12.898387479786022,7.880683400097606
Company,City of Digos,Davao Del Sur,Davao Del Sur,Santa Cruz,Jose Rizal,Commercial Vacant Land,CVL-01,Commercial Expansion Zone,Idle Commercial Land,N/A,1130,4077227.87,0.4,1630891.15,0.0143,23321.74,2021,13,8,4,2,81.2,27443.15,5.0,1,12.0,4.0,15.220928117091118,14.30463775434015,10.219908309471402
Individual,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,San Isidro (Licanan),Commercial,COM-01,Commercial Zone,Retail / Office,N/A,574,8578759.59,0.5,4289379.79,0.0137,58764.5,2023,8,7,3,1,40.9,38357.98,36.18,1,3.0,1.0,15.964800007649798,15.27165294249113,10.554743938445727
Individual,City of Davao,Davao Del Sur,Davao Del Norte,Island Garden City of Samal,Toril,Agricultural,AGR-01,Agricultural Zone,Crop / Orchard Land,N/A,4988,5899435.86,0.4,2359774.34,0.0119,28081.31,2023,16,8,3,0,30.3,13153.78,52.43,0,9.0,3.0,15.590367456862923,14.674076977555215,9.484540469655341
Individual,Governor Generoso,Davao Oriental,Davao De Oro,New Bataan,San Roque,Industrial,IND-01,Industrial Zone,Warehouse / Light Manufacturing,N/A,863,8472662.14,0.5,4236331.07,0.0174,73712.16,2022,3,4,1,1,60.9,42272.74,28.33,1,12.0,4.0,15.952355437515497,15.259208374982189,10.651921368473406
Individual,Island Garden City of Samal,Davao Del Norte,Davao Del Sur,Padada,"Don Sergio Osmeña, Sr.",Commercial,COM-01,Commercial Zone,Retail / Office,N/A,649,10461023.68,0.5,5230511.84,0.0163,85257.34,2021,10,8,3,1,58.1,58763.1,40.52,1,6.0,2.0,16.163166973562195,15.470019888595173,10.981286403211012
Company,City of Davao,Davao Del Sur,Davao De Oro,Maragusan,New Manay,Agricultural,AGR-01,Agricultural Zone,Crop / Orchard Land,N/A,1202,1138291.08,0.4,455316.43,0.0113,5145.08,2023,3,2,0,0,0.0,1216.51,87.57,0,6.0,2.0,13.945039521545098,13.02875010304125,7.104563068475375
Individual,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Tambobong,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,149,1264764.14,0.2,252952.83,0.0142,3591.93,2024,5,6,3,2,80.8,3689.83,5.0,1,12.0,4.0,14.05039700282774,12.440962260937733,8.21360664399043
Company,Carmen,Davao Del Norte,Davao Oriental,Cateel,Aliwagwag,Industrial,IND-01,Industrial Zone,Warehouse / Light Manufacturing,N/A,873,6822923.83,0.5,3411461.92,0.0167,56971.41,2024,18,8,1,1,30.0,30089.8,77.45,0,12.0,4.0,15.73579879858899,15.04265176605939,10.311974756176614
Individual,City of Davao,Davao Del Sur,Davao Occidental,Malita,New Argao,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,219,880460.71,0.2,176092.14,0.0115,2025.06,2021,12,8,1,1,25.9,973.76,63.49,0,12.0,4.0,13.688201719317517,12.078768338586402,6.882191286850863
Company,City of Davao,Davao Del Sur,Davao Occidental,Sarangani,Camahual,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,148,1093307.66,0.2,218661.53,0.0143,3126.86,2022,15,8,2,0,15.0,1098.74,75.5,0,9.0,3.0,13.904719124364405,12.295284861396247,7.002829067211811
Individual,San Isidro,Davao Oriental,Davao Del Sur,City of Davao,Tagakpan,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,146,1119760.92,0.2,223952.18,0.0142,3180.12,2022,17,8,2,1,54.6,2333.53,51.89,0,12.0,4.0,13.928626649246198,12.319192291132758,7.75556586504592
Individual,Kiblawan,Davao Del Sur,Davao Del Sur,City of Davao,Gov. Vicente Duterte,Residential Vacant Land,RVL-01,Residential Expansion Zone,Idle Residential Land,N/A,256,613593.7,0.2,122718.74,0.0104,1276.27,2022,16,8,3,1,79.8,797.84,9.2,1,12.0,4.0,13.327089891448988,11.71765849795477,6.683160675400613
Company,Santa Cruz,Davao Del Sur,Davao Del Sur,Malalag,Bagumbayan,Commercial Vacant Land,CVL-01,Commercial Expansion Zone,Idle Commercial Land,N/A,255,1742468.27,0.4,696987.31,0.016,11151.8,2021,14,8,3,1,62.3,7989.45,27.94,1,6.0,2.0,14.370813785880246,13.454523917722527,8.986002357574886
Individual,Maco,Davao De Oro,Davao Del Sur,City of Davao,Barangay 16-B (Pob.),Residential,RES-01,Residential Zone,Single Detached Housing,N/A,104,916625.94,0.2,183325.19,0.0113,2071.57,2023,16,8,1,1,34.7,1031.04,45.44,0,6.0,2.0,13.7284558418537,12.119022304145078,6.939292704980293
Individual,Governor Generoso,Davao Oriental,Davao Oriental,Cateel,Poblacion,Residential Vacant Land,RVL-01,Residential Expansion Zone,Idle Residential Land,N/A,413,1114079.75,0.2,222815.95,0.0111,2473.26,2023,4,5,2,1,43.8,1505.73,47.25,1,3.0,1.0,13.923540183377353,12.314105861340824,7.317697018672935
Company,Hagonoy,Davao Del Sur,Davao Del Norte,Santo Tomas,  Talomo ,Residential Condo,RES-02,Residential High Density,Condominium Residential,Unit 25C,99,1709778.46,0.25,427444.61,0.0128,5471.29,2021,9,8,3,1,88.5,4450.2,11.82,1,12.0,4.0,14.351874949401164,12.965582331194598,8.400929001729123
Individual,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Dacudao,Residential Condo,RES-02,Residential High Density,Condominium Residential,Unit 12A,37,427351.96,0.25,106837.99,0.0153,1634.62,2024,4,5,3,1,76.5,1327.17,10.78,1,3.0,1.0,12.965365554977103,11.57907821379097,7.191557333891729
Company,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Barangay 27-C (Pob.),Commercial,COM-01,Commercial Zone,Retail / Office,N/A,496,10734296.65,0.5,5367148.33,0.0156,83727.51,2022,6,7,4,2,88.1,86167.44,5.0,1,6.0,2.0,16.188954560978573,15.495807474509549,11.364059264321533
Individual,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Bantol,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,128,1228970.49,0.2,245794.1,0.0106,2605.42,2022,6,6,2,1,36.4,1345.01,39.52,0,9.0,3.0,14.021688190557375,12.41225354100894,7.20489993959758
Company,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Tagluno,Residential Vacant Land,RVL-01,Residential Expansion Zone,Idle Residential Land,N/A,824,4140422.29,0.2,828084.46,0.0116,9605.78,2022,10,8,1,1,21.1,4299.59,74.86,0,3.0,1.0,15.236308584536292,13.626871640601733,8.366507501571643
Company,City of Davao,Davao Del Sur,Davao Del Sur,Matanao,Kabasagan,Mixed Use,MIX-01,Mixed Use Corridor,Residential-Commercial,N/A,172,2634334.08,0.45,1185450.34,0.0148,17544.67,2021,14,8,3,1,84.6,13256.07,8.84,1,6.0,2.0,14.784141366558135,13.985634137673024,9.492286274014223
Individual,City of Davao,Davao Del Sur,Davao Del Sur,Matanao,Buas,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,175,678383.87,0.2,135676.77,0.0117,1587.42,2023,6,6,2,1,52.4,794.96,50.35,0,3.0,1.0,13.427470060734711,11.81803801515953,6.679548933325465
Company,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Biao Escuela,Commercial,COM-01,Commercial Zone,Retail / Office,N/A,209,3254566.23,0.5,1627283.11,0.0157,25548.34,2022,19,8,4,1,75.7,20504.13,7.86,1,3.0,1.0,14.995569869332298,14.302422992960215,9.928430377723156
Individual,City of Davao,Davao Del Sur,Davao Oriental,Baganga,Baculin,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,72,550101.6,0.2,110020.32,0.0143,1573.29,2021,13,8,1,1,29.4,671.11,73.32,0,6.0,2.0,13.217860085265759,11.608429444176055,6.510422017603516
Individual,City of Davao,Davao Del Sur,Davao Del Sur,City of Digos,  Igpit ,Agricultural,AGR-01,Agricultural Zone,Crop / Orchard Land,N/A,2336,4784921.9,0.4,1913968.76,0.0122,23350.42,2021,10,8,2,1,29.7,11744.07,67.9,0,6.0,2.0,15.380980469886714,14.464690051497184,9.371188857058224
Company,City of Panabo,Davao Del Norte,Davao De Oro,Nabunturan,Anislagan,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,111,854428.61,0.2,170885.72,0.0107,1828.48,2024,21,8,3,1,40.7,1173.07,46.56,0,6.0,2.0,13.658189402486443,12.048756159823423,7.068231623823476
Individual,City of Davao,Davao Del Sur,Davao Oriental,Caraga,Alvar,Residential Condo,RES-02,Residential High Density,Condominium Residential,Unit 03A,86,1418354.8,0.25,354588.7,0.0121,4290.52,2024,21,8,3,2,95.9,4069.0,5.0,1,9.0,3.0,14.165008871384062,12.778716625387068,8.311398278436641
Individual,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Tigatto,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,88,866546.24,0.2,173309.25,0.0129,2235.69,2022,3,4,1,0,23.8,451.25,83.81,0,12.0,4.0,13.672271904828309,12.062838619944255,6.114235124275405
Individual,City of Panabo,Davao Del Norte,Davao Del Sur,City of Digos,Mahayahay,Agricultural,AGR-01,Agricultural Zone,Crop / Orchard Land,N/A,2557,3735199.93,0.4,1494079.97,0.0128,19124.22,2022,3,4,1,0,13.3,5246.74,80.74,0,,,15.133312171621485,14.217021839993455,8.565552786713718
Individual,Pantukan,Davao De Oro,Davao De Oro,Laak,Naga,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,125,874672.89,0.2,174934.58,0.0145,2536.55,2024,17,8,1,1,39.7,1106.63,66.81,0,6.0,2.0,13.681606398728054,12.07217307084924,7.009977876520464
Individual,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Matina Crossing,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,79,792692.95,0.2,158538.59,0.0133,2108.56,2022,5,6,1,1,34.8,860.51,67.12,0,6.0,2.0,13.583192486652814,11.973759620289657,6.758686663561672
Company,City of Davao,Davao Del Sur,Davao Oriental,City of Mati,Mayo,Mixed Use,MIX-01,Mixed Use Corridor,Residential-Commercial,N/A,434,6315844.9,0.45,2842130.21,0.0162,46042.51,2022,7,7,1,1,28.6,27923.81,74.18,0,9.0,3.0,15.658572255706638,14.86006475476488,10.237270819975132
Individual,Lupon,Davao Oriental,Davao Del Sur,Matanao,New Katipunan,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,214,1392894.83,0.2,278578.97,0.0122,3398.66,2021,14,8,1,1,21.4,1983.17,69.59,0,12.0,4.0,14.146895468917604,12.537460442553023,7.592955969657898
Individual,San Isidro,Davao Oriental,Davao Del Sur,City of Davao,Kap. Tomas Monteverde Sr.,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,190,892641.15,0.2,178528.23,0.013,2320.87,2021,2,2,1,1,69.4,1373.36,26.52,1,9.0,3.0,13.701941051662223,12.09250762029709,7.225743447197625
Individual,City of Davao,Davao Del Sur,Davao De Oro,Nabunturan,Libasan,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,159,658199.88,0.2,131639.98,0.0123,1619.17,2021,16,8,1,0,7.6,388.63,91.28,0,6.0,2.0,13.397265452470124,11.787833647575297,5.965197570857262
Individual,City of Davao,Davao Del Sur,Davao Oriental,Manay,New Taokanga,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,76,588020.28,0.2,117604.06,0.0138,1622.94,2024,21,8,4,1,76.3,1278.69,13.97,1,6.0,2.0,13.284518416702095,11.675087340731904,7.1543731400815345
Individual,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Barangay 12-B (Pob.),Residential Vacant Land,RVL-01,Residential Expansion Zone,Idle Residential Land,N/A,620,2717974.05,0.2,543594.81,0.0127,6903.65,2021,2,3,2,1,45.4,4358.79,39.53,1,6.0,2.0,14.815397694107311,13.205961253355984,8.380179170045487
Company,Carmen,Davao Del Norte,Davao Oriental,Cateel,Aliwagwag,Commercial,COM-01,Commercial Zone,Retail / Office,N/A,121,2336761.49,0.5,1168380.75,0.0142,16591.01,2023,16,8,5,1,61.1,14839.65,9.8,1,12.0,4.0,14.664276978061036,13.971130229722931,9.605125316301239
Individual,City of Davao,Davao Del Sur,Davao Occidental,Sarangani,Mabila (Pob.),Residential,RES-01,Residential Zone,Single Detached Housing,N/A,75,432889.81,0.2,86577.96,0.013,1125.51,2024,18,8,4,1,60.4,805.1,34.16,1,9.0,3.0,12.978240804283507,11.368812108911815,6.692207804289556
Individual,New Bataan,Davao De Oro,Davao Del Sur,City of Davao,Manambulan,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,69,607174.03,0.2,121434.81,0.014,1700.09,2023,6,5,3,1,69.7,1057.16,25.2,1,12.0,4.0,13.31657238102957,11.707141089399181,6.964286829717792
Individual,Manay,Davao Oriental,Davao Del Sur,City of Davao,Matina Biao,Agricultural,AGR-01,Agricultural Zone,Crop / Orchard Land,N/A,3718,10585001.12,0.4,4234000.45,0.0108,45727.2,2022,19,8,3,1,60.2,27608.04,33.49,1,6.0,2.0,16.174948662834502,15.258658073142643,10.225898534308843
Company,San Isidro,Davao Del Norte,Davao Del Sur,Matanao,Langa-an,Commercial Vacant Land,CVL-01,Commercial Expansion Zone,Idle Commercial Land,N/A,195,1337108.62,0.4,534843.45,0.0159,8504.01,2024,17,8,2,1,24.7,5348.64,71.57,0,12.0,4.0,14.106020842251919,13.189731235939295,8.584784547906372
Company,City of Davao,Davao Del Sur,Davao De Oro,Maragusan,Langgawisan,Commercial Vacant Land,CVL-01,Commercial Expansion Zone,Idle Commercial Land,N/A,191,1109507.71,0.4,443803.08,0.0163,7233.99,2023,15,8,1,1,32.1,3153.36,71.02,0,6.0,2.0,13.919427871707027,13.003138482768701,8.056540901783043
Individual,City of Panabo,Davao Del Norte,Davao Del Sur,City of Davao,Mapula,Residential Vacant Land,RVL-01,Residential Expansion Zone,Idle Residential Land,N/A,675,3119802.51,0.2,623960.5,0.012,7487.53,2022,10,8,3,1,46.9,4966.32,34.6,1,9.0,3.0,14.953280580238392,13.343843946730171,8.510635738238499
Individual,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Ilang,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,181,1840407.38,0.2,368081.48,0.0132,4858.68,2021,8,7,2,1,26.7,2500.88,56.99,0,3.0,1.0,14.425498050611049,12.816062322472376,7.824797728245965
Company,Boston,Davao Oriental,Davao Del Sur,City of Davao,  Ma-a ,Commercial Vacant Land,CVL-01,Commercial Expansion Zone,Idle Commercial Land,N/A,881,5990443.55,0.4,2396177.42,0.0135,32348.4,2021,6,6,1,0,16.6,3386.46,81.38,0,9.0,3.0,15.60567618269674,14.689385701221333,8.127835657000158
Individual,Lupon,Davao Oriental,Davao Oriental,Governor Generoso,Pundaguitan,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,222,1730919.97,0.2,346183.99,0.0128,4431.16,2024,5,6,1,1,31.1,2273.65,64.4,0,9.0,3.0,14.36416417742574,12.754728564342965,7.729581473395672
Company,Magsaysay,Davao Del Sur,Davao Del Sur,City of Davao,Barangay 4-A (Pob.),Residential,RES-01,Residential Zone,Single Detached Housing,N/A,202,1673146.52,0.2,334629.3,0.0135,4517.5,2022,12,8,4,1,65.8,3225.3,14.57,1,3.0,1.0,14.33021715300928,12.720781619322551,8.079091248781776
Company,Braulio E. Dujali,Davao Del Norte,Davao Del Sur,CITY OF DIGOS,Kiagot,Commercial Vacant Land,CVL-01,Commercial Expansion Zone,Idle Commercial Land,N/A,716,3771144.9,0.4,1508457.96,0.0141,21269.26,2024,7,7,3,2,92.1,21684.12,5.0,1,,,15.142889465494708,14.226599131377558,9.984381590033266
Individual,Laak,Davao De Oro,Davao Del Sur,City of Davao,New Valencia,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,309,2683574.56,0.2,536714.91,0.0138,7406.67,2024,10,8,3,2,93.9,6981.29,5.0,1,9.0,3.0,14.802660627459925,13.193224201847025,8.851132222179094
Company,Caraga,Davao Oriental,Davao Del Sur,City of Davao,Bucana,Commercial,COM-01,Commercial Zone,Retail / Office,N/A,413,7498059.04,0.5,3749029.52,0.0178,66732.73,2021,11,8,2,1,42.3,48584.35,48.64,1,3.0,1.0,15.830154883714593,15.13700783652247,10.791077324117099
Individual,Santa Cruz,Davao Del Sur,Davao De Oro,Montevista,New Visayas,Agricultural,AGR-01,Agricultural Zone,Crop / Orchard Land,N/A,1546,1899462.13,0.4,759784.85,0.0104,7901.76,2023,20,8,1,0,16.8,1118.77,95.6,0,3.0,1.0,14.457081841050282,13.54079189624032,7.020878586057618
Individual,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Waan,Residential Condo,RES-02,Residential High Density,Condominium Residential,Unit 06A,105,2206797.37,0.25,551699.34,0.0137,7558.28,2024,9,8,1,1,25.2,4662.69,64.31,0,9.0,3.0,14.607053321754075,13.220760315537294,8.447562259269013
Company,Matanao,Davao Del Sur,Davao Del Sur,City of Davao,Lapu-lapu,Commercial,COM-01,Commercial Zone,Retail / Office,N/A,592,13401580.17,0.5,6700790.08,0.0181,121284.3,2021,6,5,3,1,57.6,79042.04,21.63,1,3.0,1.0,16.410883255721146,15.717736149033078,11.277747793220584
Company,Sulop,Davao Del Sur,Davao Occidental,Santa Maria,Ogpao,Industrial,IND-01,Industrial Zone,Warehouse / Light Manufacturing,N/A,1405,16242587.9,0.5,8121293.95,0.0157,127504.32,2022,15,8,2,0,26.5,52558.58,73.27,0,6.0,2.0,16.603147295017212,15.910000176023805,10.869702662258986
Individual,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Tugbok (Pob.),Residential,RES-01,Residential Zone,Single Detached Housing,N/A,278,1364164.49,0.2,272832.9,0.0132,3601.39,2023,20,8,1,1,29.4,1775.81,71.46,0,6.0,2.0,14.126053437005494,12.516618464093128,7.4825749006598326
Company,City of Davao,Davao Del Sur,Davao Del Sur,City of Digos,Dulangan,Industrial,IND-01,Industrial Zone,Warehouse / Light Manufacturing,N/A,515,6273063.49,0.5,3136531.75,0.0165,51752.77,2023,17,8,1,1,30.6,30555.52,76.11,0,9.0,3.0,15.651775547593548,14.958628528039426,10.327333362450732
Individual,Asuncion,Davao Del Norte,Davao Del Norte,Carmen,Anibongan,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,127,793877.28,0.2,158775.46,0.0132,2095.84,2023,10,8,2,1,49.8,1156.59,48.36,0,6.0,2.0,13.584685428729555,11.975252580031198,7.054095536717418
Individual,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Gumitan,Commercial,COM-01,Commercial Zone,Retail / Office,N/A,624,9464393.65,0.5,4732196.83,0.0139,65777.54,2022,11,8,2,1,42.8,42950.43,34.89,1,12.0,4.0,16.06304738389773,15.369900310053533,10.667825221386673
Individual,City of Mati,Davao Oriental,Davao Oriental,Manay,Central (Pob.),Residential,RES-01,Residential Zone,Single Detached Housing,N/A,285,2007291.05,0.2,401458.21,0.012,4817.5,2023,9,8,3,1,86.4,3077.21,5.0,1,6.0,2.0,14.512297132887161,12.902861213185515,8.032103538192386
Company,Magsaysay,Davao Del Sur,Davao Del Norte,City of Panabo,Datu Abdul Dadia,Commercial,COM-01,Commercial Zone,Retail / Office,N/A,366,7821182.34,0.5,3910591.17,0.0142,55530.39,2022,12,8,3,2,77.4,55673.64,7.94,1,3.0,1.0,15.872346423324077,15.179199370622014,10.927280026006773
Individual,Matanao,Davao Del Sur,Davao Oriental,Lupon,Poblacion,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,308,2128020.7,0.2,425604.14,0.0138,5873.34,2024,10,8,3,1,53.6,4212.01,41.57,1,3.0,1.0,14.5707033267601,12.961267294004314,8.345932635581706
Company,City of Digos,Davao Del Sur,Davao Del Norte,City of Panabo,Tagpore,Commercial,COM-01,Commercial Zone,Retail / Office,N/A,246,2556709.09,0.5,1278354.54,0.0159,20325.84,2023,5,5,1,0,17.0,5781.39,78.87,0,3.0,1.0,14.754231868885725,14.061085075542074,8.662572371010691
Company,Boston,Davao Oriental,Davao Del Sur,Sulop,Tala-o,Commercial,COM-01,Commercial Zone,Retail / Office,N/A,362,8231043.36,0.5,4115521.68,0.0134,55147.99,2024,9,8,2,0,21.6,23368.97,73.45,0,3.0,1.0,15.923423461321864,15.230276402253178,10.059207143835032
Individual,City of Davao,Davao Del Sur,Davao Occidental,Sarangani,Tinina,Residential Vacant Land,RVL-01,Residential Expansion Zone,Idle Residential Land,N/A,298,1383165.48,0.2,276633.1,0.0121,3347.26,2024,8,8,3,0,36.8,1480.98,57.97,0,9.0,3.0,14.139885979396501,12.530450973332833,7.301134310488317
Company,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Bago Gallera,Commercial,COM-01,Commercial Zone,Retail / Office,N/A,406,8089594.13,0.5,4044797.06,0.0147,59458.52,2023,11,8,5,2,107.4,78498.32,5.0,1,12.0,4.0,15.90608924204687,15.21294218386634,11.270845241312598
Individual,City of Digos,Davao Del Sur,Davao Del Norte,City of Tagum,San Miguel,Commercial Vacant Land,CVL-01,Commercial Expansion Zone,Idle Commercial Land,N/A,569,1949651.1,0.4,779860.44,0.0155,12087.84,2022,11,8,5,2,110.7,14296.55,5.0,1,9.0,3.0,14.483161504366516,13.566871541860097,9.567843472898236
Individual,Kapalong,Davao Del Norte,Davao Del Sur,City of Davao,Barangay 5-A (Pob.),Commercial Vacant Land,CVL-01,Commercial Expansion Zone,Idle Commercial Land,N/A,1168,8226417.47,0.4,3290566.99,0.0157,51661.9,2022,12,8,2,1,40.2,29116.41,40.96,0,12.0,4.0,15.92286129810514,15.00657074917814,10.279091556047328
Company,City of Davao,Davao Del Sur,Davao De Oro,NEW BATAAN,  Cogonon ,Industrial,IND-01,Industrial Zone,Warehouse / Light Manufacturing,N/A,703,3814532.79,0.5,1907266.4,0.0162,30897.72,2022,10,8,1,1,26.9,15856.09,74.68,0,6.0,2.0,15.154329010777028,14.461182094993834,9.67137199790027
Company,City of Mati,Davao Oriental,Davao Del Sur,City of Davao,Baganihan,Commercial Vacant Land,CVL-01,Commercial Expansion Zone,Idle Commercial Land,N/A,1193,6055405.15,0.4,2422162.06,0.0142,34394.7,2023,18,8,2,1,30.5,22998.18,65.24,0,6.0,2.0,15.616462009515818,14.700171525354166,10.043213842101819
